cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
AB:1,AB,1,222,-24778,-96,-96,222,41.0,277,242,82,1378816
ABa:3,ABa,3,793,-24207,-162,-163,793,36.3,201,237,69,1037784
ABal:13,ABal,13,2030,-22969,-202,-204,2030,31.7,162,267,70,1260531
ABala:23,ABala,23,2738,-22261,-269,-269,2738,39.6,126,210,61,1089704
ABalaa:35,ABalaa,35,3309,-21690,-227,-227,3309,44.6,116,220,54,766438
ABalaaa:52,ABalaaa,52,3540,-21459,-214,-214,3540,42.7,106,207,46,491499
ABalaaaa:73,ABalaaaa,73,3511,-21488,-134,-139,3511,43.7,124,203,41,333895
ABalaaaal:99,ABalaaaal,99,3958,-21041,-129,-136,3958,32.4,111,242,37,409230
ABalaaaala:131,ABalaaaala,131,5293,-19706,-79,-92,5293,43.0,113,271,32,384058
ABalaaaalal:190,ABalaaaalal,190,6370,-18629,-123,-176,6370,46.3,144,266,27,284510
ABalaaaalar:190,ABalaaaalar,190,6322,-18677,-70,-115,6322,42.1,133,269,27,268612
ABalaaaalp:131,ABalaaaalp,131,5274,-19725,-99,-105,5274,46.6,145,300,33,360366
ABalaaaalpa:188,ABalaaaalpa,188,6381,-18618,-84,-139,6381,50.0,151,273,27,261055
ABalaaaalpp:188,ABalaaaalpp,188,6372,-18627,-126,-178,6372,52.0,162,267,28,255731
ABalaaaar:99,ABalaaaar,99,4013,-20986,-83,-90,4013,37.6,98,189,37,457979
ABalaaaarl:132,ABalaaaarl,132,5218,-19781,-118,-123,5218,38.5,100,238,31,367335
ABalaaaarla:180,ABalaaaarla,180,6291,-18708,-59,-76,6291,46.7,132,240,29,289231
ABalaaaarlp:180,ABalaaaarlp,180,6247,-18752,-100,-113,6247,39.0,132,240,26,241132
ABalaaaarr:132,ABalaaaarr,132,5208,-19791,-81,-78,5208,39.3,116,181,32,392200
ABalaaaarra:183,ABalaaaarra,183,6258,-18741,-98,-136,6258,45.1,145,184,28,274761
ABalaaaarrp:183,ABalaaaarrp,183,6229,-18770,-99,-117,6229,37.4,138,197,25,216859
ABalaaap:73,ABalaaap,73,3498,-21501,-185,-190,3498,37.1,135,160,42,359188
ABalaaapa:96,ABalaaapa,96,3873,-21126,-89,-99,3873,28.2,107,191,37,377134
ABalaaapal:127,ABalaaapal,127,5183,-19816,-64,-78,5183,33.8,102,266,32,370322
ABalaaapall:174,ABalaaapall,174,6139,-18860,-101,-126,6139,45.8,137,290,29,291148
ABalaaapalr:174,ABalaaapalr,174,6178,-18821,-107,-142,6178,38.2,133,281,29,278735
ABalaaapar:127,ABalaaapar,127,5268,-19731,-32,-42,5268,30.6,95,228,33,385265
ABalaaaparl:181,ABalaaaparl,181,6319,-18680,-57,-78,6319,40.8,105,252,27,230732
ABalaaaparr:181,ABalaaaparr,181,6317,-18682,-64,-98,6317,39.2,108,233,29,263253
ABalaaapp:96,ABalaaapp,96,3827,-21172,-132,-138,3827,27.4,138,149,36,320229
ABalaaappl:127,ABalaaappl,127,5228,-19771,-38,-39,5228,31.2,109,178,31,330786
ABalaaappll:181,ABalaaappll,181,6247,-18752,-72,-100,6247,38.5,118,186,26,169977
ABalaaapplr:181,ABalaaapplr,181,6211,-18788,-85,-96,6211,39.9,121,172,28,208193
ABalaaappr:127,ABalaaappr,127,5155,-19844,-66,-71,5155,35.3,130,142,33,387332
ABalaaapprl:172,ABalaaapprl,172,6086,-18913,-73,-95,6086,33.3,152,162,28,261832
ABalaaapprr:172,ABalaaapprr,172,6223,-18776,-38,-93,6223,44.3,157,137,28,238243
ABalaap:52,ABalaap,52,3560,-21439,-218,-221,3560,50.2,168,245,46,366787
ABalaapa:72,ABalaapa,72,3536,-21463,-118,-124,3536,40.4,167,179,42,335627
ABalaapaa:99,ABalaapaa,99,4054,-20945,-99,-105,4054,39.6,143,133,37,391926
ABalaapaaa:133,ABalaapaaa,133,5319,-19680,-72,-80,5319,45.2,137,150,32,405419
ABalaapaaal:196,ABalaapaaal,196,6317,-18682,-52,-102,6317,41.0,134,188,26,261697
ABalaapaaar:196,ABalaapaaar,196,6465,-18534,-37,-66,6465,35.6,164,170,28,248059
ABalaapaap:133,ABalaapaap,133,5289,-19710,-127,-131,5289,49.0,171,129,32,340490
