Cell	20081128_sulston	20230224_RW10265_tbx-8_die-1_L4	20230224_RW10265_tbx-8_die-1_L3	20230224_RW10265_tbx-8_die-1_L1	20230223_JIM188_tbx-9_die-1_L4	20230222_JIM188_tbx-9_die-1_L1
ABprpappaap	265	89.9	114.5	59.8	66.1	107.7
ABprpappap	NA	NA	NA	NA	NA	NA
ABprpappapa	265	78.3	114.5	59.8	66.1	104.3
ABprpappapp	265	78.3	114.5	59.8	66.1	104.3
ABprpappp	NA	NA	NA	NA	NA	NA
ABprpapppa	NA	NA	NA	NA	NA	NA
ABprpapppaa	260	68.4	99.7	41.1	58	70.9
ABprpapppap	260	68.4	99.7	41.1	58	70.9
ABprpapppp	NA	NA	NA	NA	NA	NA
ABprpappppa	265	71.6	112.6	59.8	69.4	95.6
ABprpappppp	265	73.4	112.6	59.8	69.4	95.6
ABprpp	NA	NA	NA	NA	NA	NA
ABprppa	NA	NA	NA	NA	NA	NA
ABprppaa	NA	NA	NA	NA	NA	NA
ABprppaaa	NA	NA	NA	NA	NA	NA
ABprppaaaa	NA	NA	NA	NA	NA	NA
ABprppaaaaa	252	66.7	108.9	58.2	64.5	84.9
ABprppaaaap	NA	66.7	108.9	58.2	64.5	86.8
ABprppaaaapa	30	NA	NA	NA	NA	NA
ABprppaaaapp	140	NA	NA	NA	NA	NA
ABprppaaap	25	50.1	63.1	36.9	51.6	66.6
ABprppaap	NA	NA	NA	NA	NA	NA
ABprppaapa	NA	NA	NA	NA	NA	NA
ABprppaapaa	25	48.2	88.5	23.9	45	63.8
ABprppaapap	235	48.2	88.5	23.9	45	63.8
ABprppaapp	NA	NA	NA	NA	NA	NA
ABprppaappa	245	49.9	88.5	39.6	48.2	63.8
ABprppaappp	245	48.2	88.5	39.6	48.2	63.8
ABprppap	NA	NA	NA	NA	NA	NA
ABprppapa	NA	NA	NA	NA	NA	NA
ABprppapaa	NA	NA	NA	NA	NA	NA
ABprppapaaa	NA	63.3	108.9	53.6	61.3	95.6
ABprppapaaaa	140	NA	NA	NA	NA	NA
ABprppapaaap	140	NA	NA	NA	NA	NA
ABprppapaap	260	63.3	108.9	53.6	61.3	95.6
ABprppapap	NA	NA	NA	NA	NA	NA
ABprppapapa	235	43.1	86.6	38	40	76.2
ABprppapapp	235	43.1	86.6	38	40	76.2
ABprppapp	NA	NA	NA	NA	NA	NA
ABprppappa	NA	NA	NA	NA	NA	NA
ABprppappaa	245	51.5	90.3	38	43.4	85.1
ABprppappap	245	51.5	90.3	38	43.4	85.1
ABprppappp	NA	NA	NA	NA	NA	NA
ABprppapppa	230	46.5	69.6	19.2	35.1	67.4
ABprppapppp	230	46.5	69.6	19.2	35.1	67.4
ABprppp	NA	NA	NA	NA	NA	NA
ABprpppa	NA	NA	NA	NA	NA	NA
ABprpppaa	NA	NA	NA	NA	NA	NA
ABprpppaaa	NA	NA	NA	NA	NA	NA
ABprpppaaaa	260	63.3	101.5	52	56.4	86.8
ABprpppaaap	260	63.3	101.5	52	56.4	86.8
ABprpppaap	NA	NA	NA	NA	NA	NA
ABprpppaapa	NA	68.4	101.5	50.5	66.1	78
ABprpppaapaa	115	NA	NA	NA	NA	NA
ABprpppaapap	115	NA	NA	NA	NA	NA
ABprpppaapp	265	68.4	101.5	50.5	66.1	78
ABprpppap	NA	NA	NA	NA	NA	NA
ABprpppapa	NA	NA	NA	NA	NA	NA
ABprpppapaa	275	71.7	112.6	82.7	85.4	99.1
ABprpppapap	275	71.7	112.6	82.7	85.4	99.1
ABprpppapp	30	58	61	68.2	36.8	82
ABprpppp	NA	NA	NA	NA	NA	NA
ABprppppa	NA	NA	NA	NA	NA	NA
ABprppppaa	NA	NA	NA	NA	NA	NA
ABprppppaaa	260	73.4	105.3	61.3	69.4	93.8
ABprppppaap	260	73.4	105.3	58.2	69.4	93.8
ABprppppap	NA	NA	NA	NA	NA	NA
ABprppppapa	270	81.7	112.6	62.8	67.7	93.8
ABprppppapp	270	81.7	112.6	62.8	67.7	93.8
ABprppppp	NA	NA	NA	NA	NA	NA
ABprpppppa	NA	NA	NA	NA	129	NA
ABprpppppaa	260	46.5	107.1	3.1	NA	72.7
ABprpppppap	260	46.5	107.1	3.1	NA	72.7
ABprpppppp	NA	NA	NA	NA	NA	NA
ABprppppppa	260	81.7	114.5	62.8	53.2	97.4
ABprppppppp	260	81.7	114.5	62.8	53.2	97.4
C	NA	NA	NA	NA	NA	NA
Ca	NA	NA	NA	NA	NA	NA
Caa	NA	NA	NA	NA	NA	NA
Caaa	NA	NA	NA	NA	NA	NA
Caaaa	NA	NA	NA	NA	NA	NA
Caaaaa	335	155.5	187.9	151.7	153.2	166.9
Caaaap	335	155.5	187.9	151.7	153.2	166.9
Caaap	NA	NA	NA	NA	NA	NA
Caaapa	330	163.3	196.7	161.6	159.2	170.2
Caaapp	330	163.3	196.7	161.6	159.2	170.2
Caap	NA	NA	NA	NA	NA	NA
Caapa	NA	NA	NA	NA	NA	NA
Caapaa	220	61.7	110.7	58.2	48.2	92.1
Caapap	35	56.4	71.6	31.2	46.5	92.1
Caapp	NA	NA	NA	NA	NA	NA
Caappd	315	143	184.5	147.4	130.5	152
Caappv	315	143	184.5	147.4	130.5	152
Cap	NA	NA	NA	NA	NA	NA
Capa	NA	NA	NA	NA	NA	NA
Capaa	NA	NA	NA	NA	NA	NA
Capaaa	NA	NA	NA	NA	NA	NA
Capaaaa	230	55	84.7	34.9	36.7	65.6
Capaaap	230	55	84.7	34.9	36.7	65.6
Capaap	NA	NA	NA	NA	NA	NA
Capaapa	220	39.7	67.8	11.2	26.8	44.1
Capaapp	220	39.7	67.8	11.2	26.8	44.1
Capap	NA	NA	NA	NA	NA	NA
Capapa	NA	NA	NA	NA	NA	NA
Capapaa	225	41.4	73.3	27	35.1	62
Capapap	225	41.4	73.3	27	35.1	62
Capapp	NA	NA	NA	NA	NA	NA
Capappa	219	32.8	63.9	12.8	31.8	44.1
Capappp	219	32.8	63.9	12.8	31.8	44.1
Capp	NA	NA	NA	NA	NA	NA
Cappa	NA	NA	NA	NA	NA	NA
Cappaa	NA	NA	NA	NA	NA	NA
Cappaaa	240	65	105.3	44.3	62.9	74.5
Cappaap	240	65	105.3	44.3	62.9	74.5
Cappap	NA	NA	NA	NA	NA	NA
Cappapa	230	38	77.2	22.3	36.7	54.9
Cappapp	230	38	77.2	22.3	36.7	54.9
Cappp	NA	NA	NA	NA	NA	NA
Capppa	NA	NA	NA	114	NA	NA
Capppaa	230	38	69.6	NA	31.8	60.2
Capppap	230	38	69.6	NA	31.8	60.2
Capppp	NA	NA	NA	114	NA	NA
Cappppd	220	17.4	62.1	NA	23.5	42.2
Cappppv	220	17.4	62.1	NA	23.5	42.2
Cp	NA	NA	NA	NA	NA	NA
Cpa	NA	NA	NA	NA	NA	NA
Cpaa	NA	NA	NA	NA	NA	NA
Cpaaa	NA	NA	NA	NA	NA	NA
Cpaaaa	330	152.4	196.7	143.1	145.7	162
Cpaaap	330	152.4	196.7	143.1	145.7	162
Cpaap	NA	NA	NA	NA	NA	NA
Cpaapa	332	164.9	198.4	148.8	157.7	180
Cpaapp	332	164.9	198.4	148.8	157.7	180
Cpap	NA	NA	NA	NA	NA	NA
Cpapa	NA	NA	NA	NA	NA	NA
Cpapaa	320	150.8	186.2	133	147.2	165.3
Cpapap	320	150.8	186.2	133	147.2	165.3
Cpapp	NA	NA	NA	NA	NA	NA
Cpappd	315	154	186.2	137.3	147.2	165.3
Cpappv	315	154	186.2	137.3	147.2	165.3
Cpp	NA	NA	NA	NA	NA	NA
Cppa	NA	NA	NA	NA	NA	NA
Cppaa	NA	NA	NA	NA	NA	NA
Cppaaa	NA	NA	NA	NA	NA	NA
Cppaaaa	230	43.1	92.2	44.3	49.8	74.5
Cppaaap	230	43.1	92.2	44.3	49.8	74.5
Cppaap	NA	NA	NA	NA	NA	NA
Cppaapa	220	32.8	79	23.9	23.5	56.7
Cppaapp	220	32.8	79	23.9	23.5	56.7
Cppap	NA	NA	NA	NA	NA	NA
Cppapa	NA	NA	NA	NA	NA	NA
Cppapaa	225	26	73.3	17.5	30.1	58.5
Cppapap	225	26	73.3	17.5	30.1	58.5
Cppapp	NA	NA	NA	NA	NA	NA
Cppappa	218	17.4	69.6	8	25.2	49.5
Cppappp	218	17.4	69.6	8	25.2	49.5
Cppp	NA	NA	NA	NA	NA	NA
Cpppa	NA	NA	NA	NA	NA	NA
Cpppaa	NA	NA	NA	NA	NA	NA
Cpppaaa	240	66.7	103.3	72	71	92.1
Cpppaap	240	66.7	103.3	72	71	92.1
Cpppap	NA	NA	NA	NA	NA	NA
Cpppapa	230	53.3	82.8	45.9	49.8	74.5
Cpppapp	230	53.3	82.8	45.9	49.8	74.5
Cpppp	NA	NA	NA	NA	NA	NA
Cppppa	NA	NA	NA	NA	NA	NA
Cppppaa	230	51.5	86.6	27	48.2	63.8
Cppppap	230	51.5	86.6	27	48.2	63.8
Cppppp	NA	NA	NA	NA	NA	NA
Cpppppd	220	19.1	71.5	17.5	30.1	45.9
Cpppppv	220	19.1	71.5	17.5	30.1	45.9
D	NA	NA	NA	NA	NA	NA
Da	NA	NA	NA	NA	NA	NA
Daa	NA	NA	NA	NA	NA	NA
Daaa	NA	NA	NA	NA	NA	NA
Daaaa	275	114.3	140	91.7	107.3	102.5
Daaap	275	114.3	140	91.7	107.3	102.5
Daap	NA	NA	NA	NA	NA	NA
Daapa	275	106.3	134.6	90.2	97.9	106
Daapp	275	106.3	134.6	90.2	97.9	106
Dap	NA	NA	NA	NA	NA	NA
Dapa	NA	NA	NA	NA	NA	NA
Dapaa	280	103	134.6	90.2	104.2	111.3
Dapap	280	103	134.6	90.2	104.2	111.3
Dapp	NA	NA	NA	NA	NA	NA
Dappa	NA	NA	NA	97.7	NA	NA
Dappaa	208	24.3	46.7	NA	25.2	33.2
Dappap	208	24.3	46.7	NA	25.2	33.2
Dappp	NA	NA	NA	97.7	NA	NA
Dapppa	190	12.1	27.4	NA	NA	NA
Dapppp	190	12.1	27.4	NA	NA	NA
Dp	NA	NA	NA	NA	NA	NA
Dpa	NA	NA	NA	NA	NA	NA
Dpaa	NA	NA	NA	NA	NA	NA
Dpaaa	277	98.1	134.6	88.7	96.4	119.8
Dpaap	277	98.1	134.6	88.7	96.4	119.8
Dpap	NA	NA	NA	NA	NA	NA
Dpapa	275	109.5	132.7	84.1	96.4	113
Dpapp	275	109.5	132.7	84.1	96.4	113
Dpp	NA	NA	NA	NA	NA	NA
Dppa	NA	NA	NA	NA	NA	NA
Dppaa	285	114.3	134.6	67.4	64.5	119.8
Dppap	285	114.3	134.6	67.4	64.5	119.8
Dppp	NA	NA	NA	NA	NA	NA
Dpppa	NA	NA	NA	94.7	NA	NA
Dpppaa	210	15.7	56.3	NA	1.7	36.7
Dpppap	210	15.7	56.3	NA	1.7	40.4
Dpppp	NA	106.3	NA	94.7	93.3	NA
Dppppa	190	NA	35.2	NA	NA	29.5
Dppppp	190	NA	35.2	NA	NA	29.5
E	NA	NA	NA	NA	NA	NA
EMS	NA	1.5	1.7	10.9	9.9	1.6
Ea	NA	NA	NA	NA	NA	NA
Eal	NA	NA	NA	NA	NA	NA
Eala	NA	NA	NA	NA	NA	NA
Ealaa	NA	132	177.4	134.5	132	150.2
Ealaad	190	NA	NA	NA	NA	NA
Ealaav	190	NA	NA	NA	NA	NA
Ealap	NA	132	177.4	134.5	132	150.2
Ealapa	NA	NA	NA	NA	NA	NA
Ealapp	NA	NA	NA	NA	NA	NA
Ealp	NA	NA	NA	NA	NA	NA
Ealpa	314	119.2	179.2	131.6	127.4	158.7
Ealpp	NA	119.2	179.2	131.6	127.4	158.7
Ealppa	NA	NA	NA	NA	NA	NA
Ealppp	NA	NA	NA	NA	NA	NA
Ear	NA	NA	NA	NA	NA	NA
Eara	NA	NA	NA	NA	NA	NA
Earaa	NA	114.3	172.2	131.6	125.9	157
Earaad	190	NA	NA	NA	NA	NA
Earaav	190	NA	NA	NA	NA	NA
Earap	NA	114.3	172.2	131.6	125.9	157
Earapa	NA	NA	NA	NA	NA	NA
Earapp	NA	NA	NA	NA	NA	NA
Earp	NA	NA	NA	NA	NA	NA
Earpa	314	115.9	170.3	130.1	121.3	143.6
Earpp	NA	115.9	170.3	130.1	121.3	143.6
Earppa	NA	NA	NA	NA	NA	NA
Earppp	NA	NA	NA	NA	NA	NA
Ep	NA	NA	NA	NA	NA	NA
Epl	NA	NA	NA	NA	NA	NA
Epla	NA	NA	NA	NA	NA	NA
Eplaa	NA	123.9	159.7	112.5	121.3	148.6
Eplaaa	NA	NA	NA	NA	NA	NA
Eplaap	NA	NA	NA	NA	NA	NA
Eplap	NA	123.9	159.7	112.5	121.3	148.6
Eplapa	NA	NA	NA	NA	NA	NA
Eplapp	NA	NA	NA	NA	NA	NA
Eplp	NA	NA	NA	NA	NA	NA
Eplpa	NA	114.3	156.2	112.5	124.4	153.7
Eplpaa	NA	NA	NA	NA	NA	NA
Eplpap	NA	NA	NA	NA	NA	NA
Eplpp	NA	114.3	156.2	112.5	124.4	153.7
Eplppa	NA	NA	NA	NA	NA	NA
Eplppaa	NA	NA	NA	NA	NA	NA
Eplppap	NA	NA	NA	NA	NA	NA
Eplppp	NA	NA	NA	NA	NA	NA
Eplpppa	NA	NA	NA	NA	NA	NA
Eplpppp	NA	NA	NA	NA	NA	NA
Epr	NA	NA	NA	NA	NA	NA
Epra	NA	NA	NA	NA	NA	NA
Epraa	NA	103	157.9	111.1	119.7	150.2
Epraaa	NA	NA	NA	NA	NA	NA
Epraap	NA	NA	NA	NA	NA	NA
Eprap	NA	103	157.9	111.1	119.7	150.2
Eprapa	NA	NA	NA	NA	NA	NA
Eprapp	NA	NA	NA	NA	NA	NA
Eprp	NA	NA	NA	NA	NA	NA
Eprpa	NA	107.9	163.3	119.9	125.9	145.2
Eprpaa	NA	NA	NA	NA	NA	NA
Eprpap	NA	NA	NA	NA	NA	NA
Eprpp	NA	107.9	163.3	119.9	125.9	145.2
Eprppa	NA	NA	NA	NA	NA	NA
Eprppaa	NA	NA	NA	NA	NA	NA
Eprppap	NA	NA	NA	NA	NA	NA
Eprppp	NA	NA	NA	NA	NA	NA
Eprpppa	NA	NA	NA	NA	NA	NA
Eprpppp	NA	NA	NA	NA	NA	NA
MS	NA	NA	NA	NA	NA	NA
MSa	NA	NA	NA	NA	NA	NA
MSaa	NA	NA	NA	NA	NA	NA
MSaaa	NA	NA	NA	NA	NA	NA
MSaaaa	NA	NA	NA	NA	NA	NA
MSaaaaa	NA	NA	NA	NA	NA	NA
MSaaaaaa	NA	NA	NA	150.2	148.8	NA
MSaaaaaal	195	3.5	73.3	NA	NA	11.2
MSaaaaaar	195	3.5	73.3	NA	NA	11.2
MSaaaaap	NA	NA	NA	NA	NA	NA
MSaaaaapa	NA	NA	NA	NA	NA	NA
MSaaaaapaa	195	26	62.1	14.3	21.8	31.4
MSaaaaapap	195	26	62.1	17.5	21.8	31.4
MSaaaaapp	270	103	143.6	100.7	99.5	116.4
MSaaaap	NA	NA	NA	NA	NA	NA
MSaaaapa	NA	NA	NA	NA	NA	NA
MSaaaapaa	265	83.3	134.6	87.2	77.4	111.3
MSaaaapap	265	83.3	134.6	87.2	77.4	111.3
MSaaaapp	NA	NA	NA	NA	NA	NA
MSaaaappa	50	52.9	121.8	72	62.9	87.8
MSaaaappp	250	63.3	121.8	72	62.9	100.8
MSaaap	NA	NA	NA	NA	NA	NA
MSaaapa	NA	NA	NA	NA	NA	NA
MSaaapaa	NA	NA	NA	NA	NA	NA
MSaaapaaa	265	98.1	NA	91.7	79	NA
MSaaapaaaa	NA	NA	58.2	NA	NA	42.2
MSaaapaaap	NA	NA	58.2	NA	NA	42.2
MSaaapaap	265	98.1	140	91.7	79	123.2
MSaaapap	NA	NA	NA	NA	NA	NA
MSaaapapa	250	99.8	130.9	85.7	79	116.4
MSaaapapp	250	99.8	130.9	85.7	79	116.4
MSaaapp	NA	NA	NA	NA	NA	NA
MSaaappa	20	93	163.3	97.3	56	150.2
MSaaappp	270	122.4	NA	122.8	102.7	150.2
MSaaapppa	NA	NA	56.3	NA	NA	NA
MSaaapppp	NA	NA	56.3	NA	NA	NA
MSaap	NA	NA	NA	NA	NA	NA
MSaapa	NA	NA	NA	NA	NA	NA
MSaapaa	NA	NA	NA	NA	NA	NA
MSaapaaa	NA	NA	NA	NA	NA	NA
MSaapaaaa	270	86.6	127.3	73.5	71	102.5
MSaapaaap	270	86.6	127.3	73.5	71	102.5
MSaapaap	NA	NA	NA	NA	NA	NA
MSaapaapa	NA	91.5	NA	82.7	72.6	NA
MSaapaapaa	168	NA	11.7	NA	NA	1.9
MSaapaapap	28	NA	11.7	NA	NA	1.9
MSaapaapp	268	91.5	130.9	82.7	72.6	111.3
MSaapap	NA	NA	NA	NA	NA	NA
MSaapapa	NA	NA	NA	138.8	NA	NA
MSaapapaa	195	31.1	54.4	NA	5.1	36.8
MSaapapap	35	31.1	50.6	NA	5.1	36.8
MSaapapp	NA	NA	NA	NA	NA	NA
MSaapappa	260	70	114.5	61.3	67.7	88.6
MSaapappp	260	70	114.5	61.3	67.7	88.6
MSaapp	NA	NA	NA	NA	NA	NA
MSaappa	NA	NA	NA	NA	NA	NA
MSaappaa	260	96.4	143.6	102.1	85.4	106
MSaappap	260	96.4	143.6	102.1	85.4	106
MSaappp	NA	NA	NA	NA	NA	NA
MSaapppa	NA	NA	NA	84.1	83.7	NA
MSaapppaa	210	1.7	33.2	NA	NA	24
MSaapppap	210	1.7	33.2	NA	NA	24
MSaapppp	NA	93.2	NA	84.1	83.7	124.9
MSaappppa	185	NA	9.8	NA	NA	NA
MSaappppp	185	NA	9.8	NA	NA	NA
MSap	NA	NA	NA	NA	NA	NA
MSapa	NA	NA	NA	NA	NA	NA
MSapaa	NA	NA	NA	NA	NA	NA
MSapaaa	NA	NA	NA	NA	NA	NA
MSapaaaa	NA	138.2	NA	104.5	129	150.2
MSapaaaad	195	NA	19.6	NA	NA	NA
MSapaaaav	195	NA	19.6	NA	NA	NA
MSapaaap	310	138.2	172.2	131.6	129	150.2
MSapaap	NA	NA	NA	NA	NA	NA
MSapaapa	35	79.7	71.8	46.7	42.7	73.7
MSapaapp	290	114.3	150.9	109.5	108.9	124.9
MSapap	NA	NA	NA	NA	NA	NA
MSapapa	NA	NA	NA	NA	NA	NA
MSapapaa	NA	133.5	177.4	127.2	133.5	153.7
MSapapaaa	110	NA	NA	NA	NA	NA
MSapapaap	110	NA	NA	NA	NA	NA
MSapapap	310	133.5	177.4	127.2	133.5	153.7
MSapapp	NA	NA	NA	NA	NA	NA
MSapappa	300	128.8	166.8	115.4	124.4	141.9
MSapappp	300	128.8	166.8	115.4	124.4	141.9
MSapp	NA	NA	NA	NA	NA	NA
MSappa	NA	NA	NA	NA	NA	NA
MSappaa	NA	NA	NA	NA	NA	NA
MSappaaa	290	104.6	150.9	108.1	97.9	130.1
MSappaap	290	104.6	150.9	108.1	97.9	130.1
MSappap	NA	NA	NA	NA	NA	NA
MSappapa	30	91.5	140	76.2	88.5	47.1
MSappapp	280	91.5	140	82.7	88.5	119.8
MSappp	NA	NA	NA	NA	NA	NA
MSapppa	NA	NA	NA	NA	NA	NA
MSapppaa	290	103	132.7	106.6	79	128.3
MSapppap	290	103	132.7	106.6	79	128.3
MSapppp	NA	NA	NA	NA	NA	NA
MSappppa	290	109.5	134.6	109.5	93.3	123.2
MSappppp	290	109.5	134.6	109.5	93.3	123.2
MSp	NA	NA	NA	NA	NA	NA
MSpa	NA	NA	NA	NA	NA	NA
MSpaa	NA	NA	NA	NA	NA	NA
MSpaaa	NA	NA	NA	NA	NA	NA
MSpaaaa	NA	NA	NA	NA	NA	NA
MSpaaaaa	NA	NA	NA	NA	NA	NA
MSpaaaaaa	220	56.6	86.6	23.9	41.7	53
MSpaaaaap	40	56.6	61	23.9	41.7	51.1
MSpaaaap	NA	NA	NA	NA	NA	NA
MSpaaaapa	260	99.8	123.6	87.2	83.7	114.7
MSpaaaapp	260	99.8	123.6	87.2	83.7	114.7
MSpaaap	NA	NA	NA	NA	NA	NA
MSpaaapa	NA	NA	NA	NA	NA	NA
MSpaaapaa	230	43.1	90.3	38	48.2	67.4
MSpaaapap	230	43.1	90.3	38	48.2	67.4
MSpaaapp	NA	NA	NA	NA	NA	NA
MSpaaappa	250	88.3	121.8	78.1	79	109.4
MSpaaappp	250	88.3	121.8	78.1	79	109.4
MSpaap	NA	NA	NA	NA	NA	NA
MSpaapa	NA	NA	NA	NA	NA	NA
MSpaapaa	NA	NA	NA	NA	NA	NA
MSpaapaaa	225	39.7	90.3	23.9	35.1	62
MSpaapaap	45	39.7	66.9	23.9	35.1	62
MSpaapap	NA	NA	NA	NA	NA	NA
MSpaapapa	245	73.4	116.3	72	75.7	97.4
MSpaapapp	245	73.4	116.3	72	75.7	97.4
MSpaapp	35	70.2	222.4	181.2	78.6	101.5
MSpap	NA	NA	NA	NA	NA	NA
MSpapa	NA	NA	NA	NA	NA	NA
MSpapaa	NA	NA	NA	NA	NA	NA
MSpapaaa	NA	NA	NA	NA	NA	NA
MSpapaaaa	270	81.7	118.1	72	79	111.3
MSpapaaap	270	81.7	118.1	72	79	111.3
MSpapaap	NA	NA	NA	NA	NA	NA
MSpapaapa	NA	94.8	NA	78.1	86.9	NA
MSpapaapaa	165	NA	3.8	NA	NA	13
MSpapaapap	25	NA	3.8	NA	NA	13
MSpapaapp	275	94.8	121.8	78.1	86.9	118.1
MSpapap	NA	NA	NA	NA	NA	NA
MSpapapa	NA	NA	NA	NA	NA	NA
MSpapapaa	195	8.7	71.5	9.6	25.2	35
MSpapapap	35	8.7	71.5	9.6	25.2	35
MSpapapp	NA	NA	NA	NA	NA	NA
MSpapappa	260	73.4	107.1	65.9	71	93.8
MSpapappp	260	73.4	107.1	65.9	71	93.8
MSpapp	NA	NA	NA	NA	NA	NA
MSpappa	NA	NA	NA	NA	NA	NA
MSpappaa	280	44.8	114.5	61.3	64.1	88.6
MSpappap	280	44.8	114.5	61.3	NA	88.6
MSpappapa	NA	NA	NA	NA	3.4	NA
MSpappapp	NA	NA	NA	NA	3.4	NA
MSpappp	NA	NA	NA	NA	NA	NA
MSpapppa	NA	99.8	NA	88.7	NA	NA
MSpapppaa	205	NA	39	NA	8.4	5.6
MSpapppap	205	NA	39	NA	8.4	5.6
MSpapppp	NA	99.8	NA	88.7	91.6	111.3
MSpappppa	190	NA	33.2	NA	NA	NA
MSpappppp	190	NA	33.2	NA	NA	NA
MSpp	NA	NA	NA	NA	NA	NA
MSppa	NA	NA	NA	NA	NA	NA
MSppaa	NA	NA	NA	NA	NA	NA
MSppaaa	NA	NA	NA	NA	NA	NA
MSppaaaa	NA	NA	NA	127.2	NA	NA
MSppaaaad	185	3.5	42.9	NA	6.7	9.2
MSppaaaav	185	3.5	42.9	NA	6.7	9.2
MSppaaap	310	135.1	173.9	127.2	132	153.7
MSppaap	NA	NA	NA	NA	NA	NA
MSppaapa	30	42.9	71.5	50.2	66.9	73.2
MSppaapp	290	104.6	154.4	97.7	115.2	133.5
MSppap	NA	NA	NA	NA	NA	NA
MSppapa	NA	NA	NA	NA	NA	NA
MSppapaa	NA	138.2	175.7	133	132	157
MSppapaaa	110	NA	NA	NA	NA	NA
MSppapaap	110	NA	NA	NA	NA	NA
MSppapap	310	138.2	175.7	133	132	157
MSppapp	NA	NA	NA	NA	NA	NA
MSppappa	300	114.3	165.1	122.8	118.2	145.2
MSppappp	300	114.3	165.1	122.8	118.2	145.2
MSppp	NA	NA	NA	NA	NA	NA
MSpppa	NA	NA	NA	NA	NA	NA
MSpppaa	NA	NA	NA	NA	NA	NA
MSpppaaa	NA	114.3	147.2	102.1	99.5	123.2
MSpppaap	287	114.3	147.2	102.1	99.5	123.2
MSpppap	NA	NA	NA	NA	NA	NA
MSpppapa	26	61.8	85.5	94.7	96.4	118.1
MSpppapp	280	96.4	141.8	94.7	96.4	118.1
MSpppp	NA	NA	NA	NA	NA	NA
MSppppa	NA	NA	NA	NA	NA	NA
MSppppaa	290	104.6	145.4	96.1	97.9	107.7
MSppppap	290	104.6	145.4	96.1	97.9	107.7
MSppppp	NA	NA	NA	NA	NA	NA
MSpppppa	290	103	138.2	93.2	102.7	99.1
MSpppppp	290	103	138.2	93.2	102.7	99.1
P0	NA	NA	NA	NA	NA	NA
P1	15	NA	NA	NA	NA	NA
P2	NA	1.5	1.7	15	12.8	1.6
P3	NA	NA	NA	NA	NA	NA
P4	NA	NA	108	NA	NA	NA
Z2	407	226	NA	146.5	2.9	152.6
Z3	407	219	NA	123.8	NA	102.7
