Cell	20081128_sulston	20221004_JIM712_ceh-32_L4	20221004_JIM712_ceh-32_L2	20220915_JIM712_ceh-32_L4	20220923_JIM712_ceh-32_L4
ABpraaappppa	200	NA	13.2	8.3	NA
ABpraaappppp	200	NA	13.2	8.3	NA
ABpraap	NA	NA	NA	NA	NA
ABpraapa	NA	NA	NA	NA	NA
ABpraapaa	NA	NA	NA	NA	NA
ABpraapaaa	NA	NA	NA	NA	NA
ABpraapaaaa	245	12.8	52.4	41.3	56.5
ABpraapaaap	245	12.8	52.4	41.3	56.5
ABpraapaap	NA	NA	NA	NA	NA
ABpraapaapa	260	27.4	71	52.3	67.9
ABpraapaapp	260	27.4	71	52.3	67.9
ABpraapap	NA	NA	NA	NA	NA
ABpraapapa	NA	NA	NA	NA	NA
ABpraapapaa	240	18.4	50.7	41.3	56.5
ABpraapapap	240	18.4	50.7	41.3	56.5
ABpraapapp	NA	NA	NA	NA	NA
ABpraapappa	260	36.5	69.2	60.5	74.4
ABpraapappp	NA	36.5	69.2	60.5	74.4
ABpraapapppa	155	NA	NA	NA	NA
ABpraapapppp	25	NA	NA	NA	NA
ABpraapp	NA	NA	NA	NA	NA
ABpraappa	NA	NA	NA	NA	NA
ABpraappaa	320	100.6	139.3	120.1	NA
ABpraappaaa	NA	NA	NA	NA	26.8
ABpraappaap	NA	NA	NA	NA	26.8
ABpraappap	320	100.6	139.3	120.1	137.9
ABpraappp	NA	NA	NA	NA	NA
ABpraapppa	330	105.8	141.1	125.4	142.6
ABpraapppp	330	105.8	141.1	125.4	142.6
ABprap	NA	NA	NA	NA	NA
ABprapa	NA	NA	NA	NA	NA
ABprapaa	NA	NA	NA	NA	NA
ABprapaaa	NA	NA	NA	NA	NA
ABprapaaaa	NA	NA	NA	NA	NA
ABprapaaaaa	30	23.8	45	44.1	59.8
ABprapaaaap	NA	23.8	45	44.1	59.8
ABprapaaaapa	125	NA	NA	NA	NA
ABprapaaaapp	125	NA	NA	NA	NA
ABprapaaap	NA	NA	NA	NA	NA
ABprapaaapa	NA	31.1	50.7	49.6	67.9
ABprapaaapad	125	NA	NA	NA	NA
ABprapaaapav	125	NA	NA	NA	NA
ABprapaaapp	245	31.1	50.7	49.6	67.9
ABprapaap	NA	NA	NA	NA	NA
ABprapaapa	325	98.9	132.2	117.3	139.4
ABprapaapp	325	98.9	132.2	117.3	139.4
ABprapap	NA	NA	NA	NA	NA
ABprapapa	NA	NA	NA	NA	NA
ABprapapaa	NA	107.6	139.3	128.1	145.6
ABprapapaaa	NA	NA	NA	NA	NA
ABprapapaap	NA	NA	NA	NA	NA
ABprapapap	330	107.6	139.3	128.1	145.6
ABprapapp	NA	NA	NA	NA	NA
ABprapappa	330	112.8	142.9	130.8	147.2
ABprapappp	NA	NA	NA	NA	NA
ABprapapppa	25	27.4	45	41.3	54.9
ABprapapppp	NA	27.4	45	41.3	54.9
ABprapappppa	NA	NA	NA	NA	NA
ABprapappppaa	70	NA	NA	NA	NA
ABprapappppap	70	NA	NA	NA	NA
ABprapappppp	25	NA	NA	NA	NA
ABprapp	NA	NA	NA	NA	NA
ABprappa	NA	NA	NA	NA	NA
ABprappaa	NA	NA	NA	NA	NA
ABprappaaa	332	102.3	134	117.3	131.7
ABprappaap	332	102.3	134	117.3	131.7
ABprappap	NA	NA	NA	NA	NA
ABprappapa	332	104.1	132.2	120.1	131.7
ABprappapp	332	104.1	132.2	120.1	131.7
ABprappp	NA	NA	NA	NA	NA
ABprapppa	NA	NA	NA	NA	NA
ABprapppaa	NA	93.6	NA	NA	NA
ABprapppaaa	240	NA	33.8	27.5	30.2
ABprapppaap	20	NA	33.8	27.5	30.2
ABprapppap	NA	NA	NA	NA	NA
ABprapppapa	20	20.1	50.7	27.4	59.8
ABprapppapp	NA	20.1	50.7	24.7	59.8
ABprapppappa	145	NA	NA	NA	NA
ABprapppappp	145	NA	NA	NA	NA
ABprapppp	NA	NA	NA	NA	NA
ABprappppa	320	95.4	125.1	117.3	131.7
ABprappppp	320	95.4	125.1	117.3	131.7
ABprp	NA	NA	NA	NA	NA
ABprpa	NA	NA	NA	NA	NA
ABprpaa	NA	NA	NA	NA	NA
ABprpaaa	NA	NA	NA	NA	NA
ABprpaaaa	NA	NA	NA	NA	NA
ABprpaaaaa	NA	NA	NA	NA	NA
ABprpaaaaaa	260	32.8	54.4	32.9	61.4
ABprpaaaaap	260	32.8	54.4	52.3	61.4
ABprpaaaap	NA	NA	NA	NA	NA
ABprpaaaapa	260	38.3	61.8	60.5	67.9
ABprpaaaapp	260	38.3	61.8	21.8	67.9
ABprpaaap	NA	NA	NA	NA	NA
ABprpaaapa	NA	NA	NA	NA	NA
ABprpaaapaa	240	11	33.8	33.1	41.7
ABprpaaapap	240	11	33.8	33.1	41.7
ABprpaaapp	NA	NA	NA	NA	NA
ABprpaaappa	NA	38.3	67.3	55	80.8
ABprpaaappaa	144	NA	NA	NA	NA
ABprpaaappap	29	NA	NA	NA	NA
ABprpaaappp	260	36.4	67.3	55	80.8
ABprpaap	NA	NA	NA	NA	NA
ABprpaapa	NA	NA	NA	NA	NA
ABprpaapaa	NA	NA	NA	NA	NA
ABprpaapaaa	250	14.7	61.8	52.3	56.5
ABprpaapaap	250	14.7	61.8	52.3	56.5
ABprpaapap	NA	NA	NA	NA	NA
ABprpaapapa	250	22	46.9	52.3	54.9
ABprpaapapp	250	22	46.9	52.3	51.5
ABprpaapp	NA	NA	NA	NA	NA
ABprpaappa	NA	NA	NA	NA	NA
ABprpaappaa	253	31.1	58.1	49.6	66.3
ABprpaappap	253	31.1	58.1	49.6	66.3
ABprpaappp	NA	NA	NA	NA	NA
ABprpaapppa	260	36.5	58.1	55	57.8
ABprpaapppp	NA	36.5	58.1	55	67.9
ABprpaappppa	145	NA	NA	NA	NA
ABprpaappppp	35	NA	NA	NA	NA
ABprpap	NA	NA	NA	NA	NA
ABprpapa	NA	NA	NA	NA	NA
ABprpapaa	NA	NA	NA	NA	NA
ABprpapaaa	NA	NA	NA	NA	NA
ABprpapaaaa	246	25.7	58.1	16.4	58.2
ABprpapaaap	246	23.8	58.1	35.8	58.2
ABprpapaap	NA	NA	NA	NA	NA
ABprpapaapa	250	27.4	52.4	49.6	63
ABprpapaapp	250	25.5	52.4	49.6	63
ABprpapap	NA	NA	NA	NA	NA
ABprpapapa	NA	NA	NA	NA	NA
ABprpapapaa	265	34.7	67.3	24.6	79.3
ABprpapapap	265	34.7	67.3	57.8	79.3
ABprpapapp	NA	NA	NA	NA	NA
ABprpapappa	260	32.8	61.8	55	76.1
ABprpapappp	260	32.8	61.8	55	76.1
ABprpapp	NA	NA	NA	NA	NA
ABprpappa	NA	NA	NA	NA	NA
ABprpappaa	NA	NA	NA	NA	NA
ABprpappaaa	265	41.9	69	57.8	74.4
ABprpappaap	265	41.9	71	57.8	74.4
ABprpappap	NA	NA	NA	NA	NA
ABprpappapa	265	38.3	61.8	55	74.4
ABprpappapp	265	38.3	61.8	55	74.4
ABprpappp	NA	NA	NA	NA	NA
ABprpapppa	NA	NA	NA	NA	NA
ABprpapppaa	260	31.1	56.1	38.6	66.3
ABprpapppap	260	31.1	56.1	38.6	66.3
ABprpapppp	NA	NA	NA	NA	NA
ABprpappppa	265	34.7	63.6	55	74.4
ABprpappppp	265	34.7	63.6	55	74.4
ABprpp	NA	NA	NA	NA	NA
ABprppa	NA	NA	NA	NA	NA
ABprppaa	NA	NA	NA	NA	NA
ABprppaaa	NA	NA	NA	NA	NA
ABprppaaaa	NA	NA	NA	NA	NA
ABprppaaaaa	252	32.8	58.1	60.5	71.2
ABprppaaaap	NA	32.8	58.1	60.5	71.2
ABprppaaaapa	30	NA	NA	NA	NA
ABprppaaaapp	140	NA	NA	NA	NA
ABprppaaap	25	91.7	98.7	56.8	76.6
ABprppaap	NA	NA	NA	NA	NA
ABprppaapa	NA	NA	NA	NA	NA
ABprppaapaa	25	11	43.2	30.4	45
ABprppaapap	235	11	43.2	30.4	45
ABprppaapp	NA	NA	NA	NA	NA
ABprppaappa	245	20.1	41.3	35.8	59.8
ABprppaappp	245	20.1	41.3	38.6	59.8
ABprppap	NA	NA	NA	NA	NA
ABprppapa	NA	NA	NA	NA	NA
ABprppapaa	NA	NA	NA	NA	NA
ABprppapaaa	NA	29.3	56.1	52.3	72.8
ABprppapaaaa	140	NA	NA	NA	NA
ABprppapaaap	140	NA	NA	NA	NA
ABprppapaap	260	29.3	56.1	52.3	72.8
ABprppapap	NA	NA	NA	NA	NA
ABprppapapa	235	7.4	41.3	35.9	43.4
ABprppapapp	235	7.4	41.3	35.9	43.4
ABprppapp	NA	NA	NA	NA	NA
ABprppappa	NA	NA	NA	NA	NA
ABprppappaa	245	12.8	48.7	35.9	53.3
ABprppappap	245	12.8	48.7	35.9	53.3
ABprppappp	NA	NA	NA	NA	NA
ABprppapppa	230	1.8	32	24.8	25.2
ABprppapppp	230	1.8	32	24.8	25.2
ABprppp	NA	NA	NA	NA	NA
ABprpppa	NA	NA	NA	NA	NA
ABprpppaa	NA	NA	NA	NA	NA
ABprpppaaa	NA	NA	NA	NA	NA
ABprpppaaaa	260	31.1	58.1	41.3	63
ABprpppaaap	260	31.1	58.1	41.3	63
ABprpppaap	NA	NA	NA	NA	NA
ABprpppaapa	NA	22	54.4	38.6	63
ABprpppaapaa	115	NA	NA	NA	NA
ABprpppaapap	115	NA	NA	NA	NA
ABprpppaapp	265	22	54.4	38.6	63
ABprpppap	NA	NA	NA	NA	NA
ABprpppapa	NA	NA	NA	NA	NA
ABprpppapaa	275	50.9	71	60.5	89
ABprpppapap	275	49.1	71	43.9	89
ABprpppapp	30	69.2	115	120.1	55.2
ABprpppp	NA	NA	NA	NA	NA
ABprppppa	NA	NA	NA	NA	NA
ABprppppaa	NA	NA	NA	NA	NA
ABprppppaaa	260	29.3	58.1	52.3	72.8
ABprppppaap	260	29.3	58.1	44	72.8
ABprppppap	NA	NA	NA	NA	NA
ABprppppapa	270	31.1	65.5	52.3	76.1
ABprppppapp	270	31.1	65.5	27.4	76.1
ABprppppp	NA	NA	NA	NA	NA
ABprpppppa	NA	NA	NA	NA	NA
ABprpppppaa	260	3.7	52.4	35.9	46.7
ABprpppppap	260	3.7	52.4	35.9	46.7
ABprpppppp	NA	NA	NA	NA	NA
ABprppppppa	260	34.7	67.3	55	79.3
ABprppppppp	260	34.7	67.3	55	79.3
C	NA	NA	NA	NA	NA
Ca	NA	NA	NA	NA	NA
Caa	NA	NA	NA	NA	NA
Caaa	NA	NA	NA	NA	NA
Caaaa	NA	NA	NA	NA	NA
Caaaaa	335	98.9	141.1	73	141
Caaaap	335	98.9	141.1	73	141
Caaap	NA	NA	NA	NA	NA
Caaapa	330	102.3	141.1	75.7	137.9
Caaapp	330	102.3	141.1	75.7	137.9
Caap	NA	NA	NA	NA	NA
Caapa	NA	NA	NA	118.4	NA
Caapaa	220	11	52.4	NA	63
Caapap	35	11	52.4	NA	34.5
Caapp	NA	NA	NA	NA	NA
Caappd	315	83.1	112.1	59.6	127
Caappv	315	83.1	119.7	59.6	127
Cap	NA	NA	NA	NA	NA
Capa	NA	NA	NA	NA	NA
Capaa	NA	NA	NA	NA	NA
Capaaa	NA	72.5	NA	40.7	NA
Capaaaa	230	NA	22.6	NA	40.1
Capaaap	230	NA	22.6	NA	40.1
Capaap	NA	72.5	NA	40.7	NA
Capaapa	220	NA	17	NA	30.2
Capaapp	220	NA	17	NA	30.2
Capap	NA	NA	NA	NA	NA
Capapa	NA	74.2	NA	40.7	NA
Capapaa	225	NA	20.7	NA	35.2
Capapap	225	NA	20.7	NA	35.2
Capapp	NA	74.2	NA	40.7	NA
Capappa	219	NA	3.8	NA	25.2
Capappp	219	NA	3.8	NA	25.2
Capp	NA	NA	NA	NA	NA
Cappa	NA	NA	NA	NA	NA
Cappaa	NA	NA	NA	NA	NA
Cappaaa	240	16.5	52.4	13.5	54.9
Cappaap	240	16.5	52.4	8.1	54.9
Cappap	NA	NA	NA	48.8	NA
Cappapa	230	1.8	41.3	NA	43.4
Cappapp	230	1.8	41.3	NA	43.4
Cappp	NA	NA	NA	NA	NA
Capppa	NA	81.3	NA	46.2	NA
Capppaa	230	NA	43.2	NA	40.1
Capppap	230	NA	43.2	NA	40.1
Capppp	NA	81.3	NA	46.2	NA
Cappppd	220	NA	37.6	NA	26.8
Cappppv	220	NA	37.6	NA	26.8
Cp	NA	NA	NA	NA	NA
Cpa	NA	NA	NA	NA	NA
Cpaa	NA	NA	NA	NA	NA
Cpaaa	NA	NA	NA	NA	NA
Cpaaaa	330	97.1	141.1	70.4	141
Cpaaap	330	97.1	141.1	70.4	139.2
Cpaap	NA	NA	NA	NA	NA
Cpaapa	332	97.1	142.9	75.7	135.7
Cpaapp	332	97.1	142.9	75.7	142.6
Cpap	NA	NA	NA	NA	NA
Cpapa	NA	NA	NA	NA	NA
Cpapaa	320	93.6	123.3	62.3	139.4
Cpapap	320	93.6	123.3	62.3	139.4
Cpapp	NA	NA	NA	NA	NA
Cpappd	315	95.4	130.4	67.6	133.3
Cpappv	315	95.4	130.4	62.1	133.3
Cpp	NA	NA	NA	NA	NA
Cppa	NA	NA	NA	NA	NA
Cppaa	NA	NA	NA	NA	NA
Cppaaa	NA	NA	NA	43.4	NA
Cppaaaa	230	NA	37.6	NA	40.1
Cppaaap	230	NA	37.6	NA	40.1
Cppaap	NA	79.6	NA	21.6	NA
Cppaapa	220	NA	22.6	NA	31.8
Cppaapp	220	NA	22.6	NA	31.8
Cppap	NA	NA	NA	NA	NA
Cppapa	NA	77.8	NA	43.4	NA
Cppapaa	225	NA	26.4	NA	31.8
Cppapap	225	NA	26.4	NA	31.8
Cppapp	NA	77.8	NA	43.4	NA
Cppappa	218	NA	17	NA	25.2
Cppappp	218	NA	17	NA	25.2
Cppp	NA	NA	NA	NA	NA
Cpppa	NA	NA	NA	NA	NA
Cpppaa	NA	NA	NA	24.4	NA
Cpppaaa	240	14.7	48.7	NA	53.3
Cpppaap	240	14.7	48.7	NA	53.3
Cpppap	NA	NA	NA	27	NA
Cpppapa	230	11	30.1	NA	48.4
Cpppapp	230	11	30.1	NA	48.4
Cpppp	NA	NA	NA	NA	NA
Cppppa	NA	NA	NA	56.9	NA
Cppppaa	230	9.1	48.7	NA	48.4
Cppppap	230	9.1	48.7	NA	48.4
Cppppp	NA	84.8	NA	54.1	NA
Cpppppd	220	NA	30.1	NA	43.4
Cpppppv	220	NA	24.4	NA	43.4
D	NA	NA	NA	NA	NA
Da	NA	NA	NA	NA	NA
Daa	NA	NA	NA	NA	NA
Daaa	NA	NA	NA	NA	NA
Daaaa	275	43.7	85.6	24.5	85.7
Daaap	275	43.7	85.6	5.4	85.7
Daap	NA	NA	NA	NA	NA
Daapa	275	40.1	80.2	13.5	77.6
Daapp	275	40.1	80.2	13.5	77.6
Dap	NA	NA	NA	NA	NA
Dapa	NA	NA	NA	NA	NA
Dapaa	280	50.9	89.2	27.2	90.5
Dapap	280	50.9	89.2	27.2	90.5
Dapp	NA	NA	NA	NA	NA
Dappa	NA	54.5	NA	24.5	NA
Dappaa	208	NA	NA	NA	8.5
Dappap	208	NA	NA	NA	8.5
Dappp	NA	54.5	87.4	24.5	NA
Dapppa	190	NA	NA	NA	3.4
Dapppp	190	NA	NA	NA	3.4
Dp	NA	NA	NA	NA	NA
Dpa	NA	NA	NA	NA	NA
Dpaa	NA	NA	NA	NA	NA
Dpaaa	277	41.9	80.2	21.7	90.5
Dpaap	277	41.9	80.2	21.7	90.5
Dpap	NA	NA	NA	NA	NA
Dpapa	275	40.1	80.2	13.5	80.8
Dpapp	275	40.1	80.2	13.5	80.8
Dpp	NA	NA	NA	NA	NA
Dppa	NA	NA	NA	NA	NA
Dppaa	285	50.9	83.7	21.7	92.2
Dppap	285	50.9	83.7	21.7	92.2
Dppp	NA	NA	NA	NA	NA
Dpppa	NA	56.3	NA	27.2	NA
Dpppaa	210	NA	NA	NA	13.4
Dpppap	210	NA	NA	NA	13.4
Dpppp	NA	56.3	89.2	27.2	NA
Dppppa	190	NA	NA	NA	1.7
Dppppp	190	NA	NA	NA	1.7
E	NA	NA	NA	NA	NA
EMS	NA	NA	1.6	2.5	1.4
Ea	NA	NA	NA	NA	NA
Eal	NA	NA	NA	NA	NA
Eala	NA	NA	NA	NA	NA
Ealaa	NA	95.4	130.4	70.4	NA
Ealaad	190	NA	NA	NA	NA
Ealaav	190	NA	NA	NA	NA
Ealap	NA	95.4	130.4	70.4	131.7
Ealapa	NA	NA	NA	NA	NA
Ealapp	NA	NA	NA	NA	NA
Ealp	NA	NA	NA	NA	NA
Ealpa	314	91.9	134	70.4	130.1
Ealpp	NA	91.9	134	70.4	130.1
Ealppa	NA	NA	NA	NA	NA
Ealppp	NA	NA	NA	NA	NA
Ear	NA	NA	NA	NA	NA
Eara	NA	NA	NA	NA	NA
Earaa	NA	90.1	130.4	65	123.9
Earaad	190	NA	NA	NA	NA
Earaav	190	NA	NA	NA	NA
Earap	NA	90.1	130.4	65	123.9
Earapa	NA	NA	NA	NA	NA
Earapp	NA	NA	NA	NA	NA
Earp	NA	NA	NA	NA	NA
Earpa	314	86.7	NA	67.6	120.8
Earpaa	NA	NA	43.2	NA	NA
Earpap	NA	NA	43.2	NA	NA
Earpp	NA	86.7	NA	67.6	120.8
Earppa	NA	NA	46.9	NA	NA
Earppp	NA	NA	46.9	NA	NA
Ep	NA	NA	NA	NA	NA
Epl	NA	NA	NA	NA	NA
Epla	NA	NA	NA	NA	NA
Eplaa	NA	90.1	119.7	59.6	130.1
Eplaaa	NA	NA	NA	NA	NA
Eplaap	NA	NA	NA	NA	NA
Eplap	NA	90.1	119.7	59.6	130.1
Eplapa	NA	NA	NA	NA	NA
Eplapp	NA	NA	NA	NA	NA
Eplp	NA	NA	NA	NA	NA
Eplpa	NA	86.7	119.7	56.9	120.8
Eplpaa	NA	NA	NA	NA	NA
Eplpap	NA	NA	NA	NA	NA
Eplpp	NA	86.7	119.7	56.9	120.8
Eplppa	NA	NA	NA	NA	NA
Eplppaa	NA	NA	NA	NA	NA
Eplppap	NA	NA	NA	NA	NA
Eplppp	NA	NA	NA	NA	NA
Eplpppa	NA	NA	NA	NA	NA
Eplpppp	NA	NA	NA	NA	NA
Epr	NA	NA	NA	NA	NA
Epra	NA	NA	NA	NA	NA
Epraa	NA	84.8	110.2	56.9	123.9
Epraaa	NA	NA	NA	NA	NA
Epraap	NA	NA	NA	NA	NA
Eprap	NA	84.8	119.7	56.9	122.1
Eprapa	NA	NA	NA	NA	NA
Eprapp	NA	NA	NA	NA	NA
Eprp	NA	NA	NA	NA	NA
Eprpa	NA	83.1	119.7	56.9	120.8
Eprpaa	NA	NA	NA	NA	NA
Eprpap	NA	NA	NA	NA	NA
Eprpp	NA	83.1	119.7	56.9	120.8
Eprppa	NA	NA	NA	NA	NA
Eprppaa	NA	NA	NA	NA	NA
Eprppap	NA	NA	NA	NA	NA
Eprppp	NA	NA	NA	NA	NA
Eprpppa	NA	NA	NA	NA	NA
Eprpppp	NA	NA	NA	NA	NA
MS	NA	NA	NA	NA	NA
MSa	NA	NA	NA	NA	NA
MSaa	NA	NA	NA	NA	NA
MSaaa	NA	NA	NA	NA	NA
MSaaaa	NA	NA	NA	NA	NA
MSaaaaa	NA	NA	NA	NA	NA
MSaaaaaa	NA	105.8	137.6	70.4	NA
MSaaaaaal	195	NA	NA	NA	3.4
MSaaaaaar	195	NA	NA	NA	3.4
MSaaaaap	NA	NA	NA	NA	NA
MSaaaaapa	NA	59.9	85.6	19	97
MSaaaaapaa	195	NA	NA	NA	NA
MSaaaaapap	195	NA	NA	NA	NA
MSaaaaapp	270	59.9	85.6	19	97
MSaaaap	NA	NA	NA	NA	NA
MSaaaapa	NA	NA	NA	NA	NA
MSaaaapaa	265	29.3	61.8	2.7	80.8
MSaaaapap	265	29.3	61.8	2.7	80.8
MSaaaapp	NA	NA	NA	65	NA
MSaaaappa	50	20.1	50.7	NA	67.9
MSaaaappp	250	20.1	50.7	NA	67.9
MSaaap	NA	NA	NA	NA	NA
MSaaapa	NA	NA	NA	NA	NA
MSaaapaa	NA	NA	NA	NA	NA
MSaaapaaa	265	50.9	78.4	8.2	90.5
MSaaapaap	265	50.9	78.4	8.2	90.5
MSaaapap	NA	NA	NA	NA	NA
MSaaapapa	250	43.7	67.3	NA	77.6
MSaaapapp	250	43.7	67.3	NA	77.6
MSaaapp	NA	NA	NA	NA	NA
MSaaappa	20	65.3	103.7	38.1	86.3
MSaaappp	270	65.3	103.7	38.1	104.9
MSaap	NA	NA	NA	NA	NA
MSaapa	NA	NA	NA	NA	NA
MSaapaa	NA	NA	NA	NA	NA
MSaapaaa	NA	NA	NA	NA	NA
MSaapaaaa	270	40.1	74.7	5.4	84.1
MSaapaaap	270	40.1	74.7	5.4	84.1
MSaapaap	NA	NA	NA	NA	NA
MSaapaapa	NA	43.7	81.9	19	92.2
MSaapaapaa	168	NA	NA	NA	NA
MSaapaapap	28	NA	NA	NA	NA
MSaapaapp	268	43.7	81.9	19	92.2
MSaapap	NA	NA	NA	NA	NA
MSaapapa	NA	97.1	NA	NA	NA
MSaapapaa	195	NA	20.7	2.7	16.9
MSaapapap	35	NA	20.7	2.7	16.9
MSaapapp	NA	NA	NA	59.6	NA
MSaapappa	260	31.1	56.1	NA	61.4
MSaapappp	260	31.1	56.1	NA	61.4
MSaapp	NA	NA	NA	NA	NA
MSaappa	NA	NA	NA	NA	NA
MSaappaa	260	49.2	94.6	16.3	82.5
MSaappap	260	49.2	94.6	16.3	82.5
MSaappp	NA	NA	NA	NA	NA
MSaapppa	NA	58.1	NA	16.3	NA
MSaapppaa	210	NA	39.4	NA	10.1
MSaapppap	210	NA	39.4	NA	10.1
MSaapppp	NA	58.1	NA	16.3	97
MSaappppa	185	NA	3.8	NA	NA
MSaappppp	185	NA	3.8	NA	NA
MSap	NA	NA	NA	NA	NA
MSapa	NA	NA	NA	NA	NA
MSapaa	NA	NA	NA	NA	NA
MSapaaa	NA	NA	NA	NA	NA
MSapaaaa	NA	79.6	118.1	59.6	125.4
MSapaaaad	195	NA	NA	NA	NA
MSapaaaav	195	NA	NA	NA	NA
MSapaaap	310	79.6	118.1	59.6	125.4
MSapaap	NA	NA	NA	NA	NA
MSapaapa	35	52.8	101.9	35.3	53.2
MSapaapp	290	50.9	101.9	35.3	109.7
MSapap	NA	NA	NA	NA	NA
MSapapa	NA	NA	NA	NA	NA
MSapapaa	NA	84.8	118.1	54.3	128.6
MSapapaaa	110	NA	NA	NA	NA
MSapapaap	110	NA	NA	NA	NA
MSapapap	310	84.8	118.1	54.3	128.6
MSapapp	NA	NA	NA	NA	NA
MSapappa	300	72.5	101.9	40.7	122.3
MSapappp	300	72.5	101.9	40.7	122.3
MSapp	NA	NA	NA	NA	NA
MSappa	NA	NA	NA	NA	NA
MSappaa	NA	NA	NA	NA	NA
MSappaaa	290	59.9	98.3	32.6	109.7
MSappaap	290	59.9	98.3	32.6	109.7
MSappap	NA	NA	NA	NA	NA
MSappapa	30	52.8	89.2	29.8	48.9
MSappapp	280	52.8	89.2	29.8	89
MSappp	NA	NA	NA	NA	NA
MSapppa	NA	NA	NA	NA	NA
MSapppaa	290	56.3	91	24.5	109.7
MSapppap	290	56.3	91	10.9	109.7
MSapppp	NA	NA	NA	NA	NA
MSappppa	290	58.1	87.4	10.9	101.8
MSappppp	290	58.1	87.4	10.9	101.8
MSp	NA	NA	NA	NA	NA
MSpa	NA	NA	NA	NA	NA
MSpaa	NA	NA	NA	NA	NA
MSpaaa	NA	NA	NA	NA	NA
MSpaaaa	NA	NA	NA	NA	NA
MSpaaaaa	NA	NA	NA	70.4	NA
MSpaaaaaa	220	9.1	48.7	NA	49.9
MSpaaaaap	40	9.1	48.7	NA	49.9
MSpaaaap	NA	NA	NA	NA	NA
MSpaaaapa	260	49.2	80.2	10.9	87.3
MSpaaaapp	260	49.2	80.2	10.9	87.3
MSpaaap	NA	NA	NA	NA	NA
MSpaaapa	NA	NA	NA	67.6	NA
MSpaaapaa	230	20.1	50.7	NA	40.1
MSpaaapap	230	20.1	50.7	NA	40.1
MSpaaapp	NA	NA	NA	NA	NA
MSpaaappa	250	49.2	80.2	8.2	87.3
MSpaaappp	250	47.3	80.2	8.2	87.3
MSpaap	NA	NA	NA	NA	NA
MSpaapa	NA	NA	NA	NA	NA
MSpaapaa	NA	NA	NA	59.6	NA
MSpaapaaa	225	5.5	46.9	NA	46.7
MSpaapaap	45	5.5	46.9	NA	46.7
MSpaapap	NA	NA	NA	59.6	NA
MSpaapapa	245	32.8	72.7	NA	80.8
MSpaapapp	245	32.8	72.7	NA	80.8
MSpaapp	35	114.6	116	105.1	90.1
MSpap	NA	NA	NA	NA	NA
MSpapa	NA	NA	NA	NA	NA
MSpapaa	NA	NA	NA	NA	NA
MSpapaaa	NA	NA	NA	NA	NA
MSpapaaaa	270	45.5	74.7	19	82.5
MSpapaaap	270	45.5	74.7	19	82.5
MSpapaap	NA	NA	NA	NA	NA
MSpapaapa	NA	50.9	81.9	16.3	87.3
MSpapaapaa	165	NA	NA	NA	NA
MSpapaapap	25	NA	NA	NA	NA
MSpapaapp	275	50.9	81.9	16.3	87.3
MSpapap	NA	NA	NA	NA	NA
MSpapapa	NA	93.6	NA	65	NA
MSpapapaa	195	NA	13.2	NA	16.9
MSpapapap	35	NA	13.2	NA	16.9
MSpapapp	NA	NA	NA	NA	NA
MSpapappa	260	29.3	61.8	NA	71.2
MSpapappp	260	29.3	61.8	NA	71.2
MSpapp	NA	NA	NA	NA	NA
MSpappa	NA	NA	NA	NA	NA
MSpappaa	280	43.7	58.1	2.7	89
MSpappap	280	43.7	58.1	2.7	89
MSpappp	NA	NA	NA	NA	NA
MSpapppa	NA	63.5	NA	NA	NA
MSpapppaa	205	NA	13.2	2.7	13.4
MSpapppap	205	NA	13.2	2.7	13.4
MSpapppp	NA	63.5	NA	19	NA
MSpappppa	190	NA	NA	NA	5
MSpappppp	190	NA	NA	NA	5
MSpp	NA	NA	NA	NA	NA
MSppa	NA	NA	NA	NA	NA
MSppaa	NA	NA	NA	NA	NA
MSppaaa	NA	NA	NA	NA	NA
MSppaaaa	NA	86.7	121.5	54.3	128.6
MSppaaaad	185	NA	NA	NA	NA
MSppaaaav	185	NA	NA	NA	NA
MSppaaap	310	86.7	121.5	54.3	128.6
MSppaap	NA	NA	NA	NA	NA
MSppaapa	30	58	101.9	40.7	84.7
MSppaapp	290	47	101.9	40.7	104.9
MSppap	NA	NA	NA	NA	NA
MSppapa	NA	NA	NA	NA	NA
MSppapaa	NA	84.8	121.5	56.9	120.8
MSppapaaa	110	NA	NA	NA	NA
MSppapaap	110	NA	NA	NA	NA
MSppapap	310	84.8	121.5	56.9	120.8
MSppapp	NA	NA	NA	NA	NA
MSppappa	300	76	101.9	40.7	114.5
MSppappp	300	76	101.9	40.7	114.5
MSppp	NA	NA	NA	NA	NA
MSpppa	NA	NA	NA	NA	NA
MSpppaa	NA	NA	NA	NA	NA
MSpppaaa	NA	63.5	103.7	35.3	109.7
MSpppaap	287	63.5	101.8	35.3	109.7
MSpppap	NA	NA	NA	NA	NA
MSpppapa	26	54.5	94.6	27.2	101.8
MSpppapp	280	54.5	94.6	27.2	101.8
MSpppp	NA	NA	NA	NA	NA
MSppppa	NA	NA	NA	NA	NA
MSppppaa	290	61.7	92.8	29.8	106.6
MSppppap	290	61.7	92.8	29.8	106.6
MSppppp	NA	NA	NA	NA	NA
MSpppppa	290	61.7	92.8	19	106.6
MSpppppp	290	61.7	92.8	19	106.6
P0	NA	NA	NA	NA	NA
P1	15	3.2	NA	NA	NA
P2	NA	NA	3.3	5	2.9
P3	NA	NA	NA	NA	NA
P4	NA	NA	NA	NA	NA
